timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1603191162396,154,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-39,text,true,,219,115,16,32,http://blazedemo.com/,154,0,21
1603191162550,316,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-39,text,true,,3228,115,16,32,https://blazedemo.com/,311,0,68
1603191162445,443,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-47,text,true,,3447,230,16,32,https://blazedemo.com/,142,0,12
1603191162445,142,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-47,text,true,,219,115,16,32,http://blazedemo.com/,142,0,12
1603191162587,301,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-47,text,true,,3228,115,16,32,https://blazedemo.com/,300,0,38
1603191162484,541,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-46,text,true,,3447,230,17,34,https://blazedemo.com/,137,0,13
1603191162484,137,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-46,text,true,,219,115,17,34,http://blazedemo.com/,137,0,13
1603191162621,404,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-46,text,true,,3228,115,17,34,https://blazedemo.com/,403,0,47
1603191162527,518,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,3447,230,17,34,https://blazedemo.com/,167,0,22
1603191162527,167,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,219,115,17,34,http://blazedemo.com/,167,0,22
1603191162694,351,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,3228,115,17,34,https://blazedemo.com/,351,0,62
1603191162516,599,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,3447,230,17,34,https://blazedemo.com/,169,0,33
1603191162516,169,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,219,115,17,34,http://blazedemo.com/,169,0,33
1603191162685,430,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,3228,115,17,34,https://blazedemo.com/,430,0,47
1603191162610,505,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-38,text,true,,3447,230,17,34,https://blazedemo.com/,145,0,15
1603191162610,145,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-38,text,true,,219,115,17,34,http://blazedemo.com/,145,0,15
1603191162755,360,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-38,text,true,,3228,115,17,34,https://blazedemo.com/,360,0,50
1603191162565,574,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-36,text,true,,3447,230,17,35,https://blazedemo.com/,152,0,21
1603191162565,152,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-36,text,true,,219,115,17,35,http://blazedemo.com/,152,0,21
1603191162717,422,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-36,text,true,,3228,115,17,35,https://blazedemo.com/,420,0,50
1603191162766,412,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-35,text,true,,3447,230,18,36,https://blazedemo.com/,141,0,13
1603191162766,141,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-35,text,true,,219,115,18,36,http://blazedemo.com/,141,0,13
1603191162907,271,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-35,text,true,,3228,115,18,36,https://blazedemo.com/,270,0,50
1603191162866,471,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-39,text,true,,3447,230,18,37,https://blazedemo.com/,143,0,14
1603191162866,143,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-39,text,true,,219,115,18,37,http://blazedemo.com/,143,0,14
1603191163009,328,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-39,text,true,,3228,115,18,37,https://blazedemo.com/,327,0,62
1603191162888,515,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-47,text,true,,3447,230,19,38,https://blazedemo.com/,147,0,11
1603191162888,147,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-47,text,true,,219,115,19,38,http://blazedemo.com/,147,0,11
1603191163035,368,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-47,text,true,,3228,115,19,38,https://blazedemo.com/,368,0,55
1603191162858,558,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-37,text,true,,3447,230,19,38,https://blazedemo.com/,138,0,17
1603191162858,138,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-37,text,true,,219,115,19,38,http://blazedemo.com/,138,0,17
1603191162996,420,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-37,text,true,,3228,115,19,38,https://blazedemo.com/,420,0,42
1603191162985,542,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-34,text,true,,3447,230,19,38,https://blazedemo.com/,146,0,15
1603191162985,146,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-34,text,true,,219,115,19,38,http://blazedemo.com/,146,0,15
1603191163131,396,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-34,text,true,,3228,115,19,38,https://blazedemo.com/,391,0,56
1603191163046,533,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,3447,230,20,40,https://blazedemo.com/,147,0,15
1603191163046,147,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,219,115,20,40,http://blazedemo.com/,147,0,15
1603191163193,386,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-49,text,true,,3228,115,20,40,https://blazedemo.com/,381,0,57
1603191163140,445,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-36,text,true,,3447,230,20,40,https://blazedemo.com/,137,0,15
1603191163140,137,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-36,text,true,,219,115,20,40,http://blazedemo.com/,137,0,15
1603191163277,308,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-36,text,true,,3228,115,20,40,https://blazedemo.com/,308,0,43
1603191163115,524,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,3447,230,20,40,https://blazedemo.com/,145,0,15
1603191163115,145,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,219,115,20,40,http://blazedemo.com/,145,0,15
1603191163260,379,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-45,text,true,,3228,115,20,40,https://blazedemo.com/,377,0,59
1603191163179,489,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-35,text,true,,3447,230,20,40,https://blazedemo.com/,140,0,18
1603191163179,140,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-35,text,true,,219,115,20,40,http://blazedemo.com/,140,0,18
1603191163319,349,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-35,text,true,,3228,115,20,40,https://blazedemo.com/,346,0,83
1603191162456,1263,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-41,text,true,,3447,230,20,40,https://blazedemo.com/,139,0,19
1603191162456,139,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-41,text,true,,219,115,20,40,http://blazedemo.com/,139,0,19
1603191162595,1124,HTTP Request-1,200,OK,jp@gc - Ultimate Thread Group - Load test 3-41,text,true,,3228,115,20,40,https://blazedemo.com/,1116,0,62
1603191163165,572,HTTP Request,200,OK,jp@gc - Ultimate Thread Group - Load test 3-33,text,true,,3447,230,20,41,https://blazedemo.com/,154,0,22
1603191163165,154,HTTP Request-0,302,Found,jp@gc - Ultimate Thread Group - Load test 3-33,text,true,,219,115,20,41,http://blazedemo.com/,154,0,22
